parent_seg_id,major_seg_id,minor_seg_id,major_listing_id,minor_lead_sublisting_listing_id,minor_lead_sublisting_contain_sublisting,minor_house_first_based,major_house_last_based,minor_sublisting_lists_listing_id
192564999.0,192564999.0,192565000.0,1764952380,1764952381,False,,2141,"[1764952382, 1764952383, 1764952384, 1764952385, 1764952386, 1764952387, 1764952388, 1764952389, 1764952390, 1764952391, 1764952392, 1764952393, 1764952394, 1764952395, 1764952396, 1764952397, 1764952398, 1764952399, 1764952400, 1764952401, 1764952402, 1764952403, 1764952404, 1764952405, 1764952406, 1764952407, 1764952408, 1764952409, 1764952410, 1764952411, 1764952412, 1764952413, 1764952414, 1764952415, 1764952416, 1764952417, 1764952418, 1764952419, 1764952420, 1764952421, 1764952422, 1764952423, 1764952424, 1764952425, 1764952426, 1764952427, 1764952428, 1764952429, 1764952430, 1764952431, 1764952432, 1764952433, 1764952434, 1764952435]"
